"Brand_Name","Item_Name","Number_Likes","Condition","Color","Size","Price","Img_Length","Measurements","Description","Category"
"Reese Cooper","Herringbone Cotton Cargo Pants",55,"Condition Gently Used","Color Sage","Men's / US 30 / EU 46",360,3,TRUE,"Reese Cooper Herringbone Cotton Canvas Pants, Sage colorway in a size 30
Amazing cargo pants that will last you a LIFETIME. It's beefy and got a really amazing structure to it. Contains 9 pockets and a velcro strap on the bottom to taper if needed. I have the reese cooper tags as well if you would like to have those for your collection :)
Worn at most 4-5 times and washed once by hand. The condition is pretty much brand new tbh. Purchased for retail at $540. Measurements were taken from an online retailer but they are accurate.
Shipping will be done with USPS Priority (2-3 business days) and will include additional insurance.
Let me know if you have any questions!","Bottoms"
"Reese Cooper","Reese Cooper Raw Denim",2,"Condition New","Color Dark blue denim","Men's / US 28 / EU 44",160,9,FALSE,"• BNWT
• Measurements in last pic
• Just want my money back tbh","Bottoms"
"Reese Cooper","Reese Cooper Packing Slip Denim Jeans",14,"Condition New","Color Beige","Men's / US 32 / EU 48",135,6,FALSE,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL","Bottoms"
"Reese Cooper","Reese Cooper Nylon Cargo pant",31,"Condition Gently Used","Color Grey","Men's / US 31",160,3,TRUE,"In great condition, no major flaws, (one of the tags on the inside had come loose)
Tagged a medium but fit a little smaller
Can fit a 30-31 best (I’m usually a 31/32 for reference) so unfortunately they are a tad too snug on me
Very versatile pant, message me if you have any questions","Bottoms"
"Reese Cooper","Pintuck Stitch Brushed Cotton Canvas Pants in White",11,"Condition Gently Used","Color White","Men's / US 30 / EU 46",200,10,TRUE,"Retail: $368
Worn once, still in great condition
Reese Cooper men’s mid rise, straight fit white cotton canvas work pant. Features a soft brushed cotton canvas fabric, pintuck seams on the front and back legs, and a signature metal RCI clip.
Button front waist and fly
Two front side seam hip slash pockets
Front left RCI clip
Pintuck stitch seams on front and back legs
Two back patch pockets
Reinforced back crotch","Bottoms"
"Reese Cooper","Reese Cooper Patch Work Denim Gently Used 32",11,"Condition Gently Used","Color Vintage blue","Men's / US 30 / EU 46",155,7,TRUE,"Purchased New from Mr. Porter $395, Includes all tags
No signs of wear, small snag at front pocket (can’t notice/ easy fix)
Stand out Denim from “River Runs Through” Collection
(Fits like Levi’s 501 sz 31x32)","Bottoms"
"Reese Cooper","Canyon Cotton-Canvas Cargo Pants",6,"Condition New","Color Beige","Men's / US 30 / EU 46",230,5,TRUE,"Never worn pair of cotton-canvas cargos from Reese Cooper SS21 “River Runs Through”
Retail is $400, willing to sell for heavy discount but please no lowballs
Waist is 30 - I’m a true 31 and these fit just fine. Relaxed/semi wide-legged fit
Really impressed by the materials and craftsmanship on these. From triple stitched seams to the hardware used for buttons & key ring, the price is backed by the quality
Please feel free to reach out with any questions, will respond ASAP
No returns/exchanges","Bottoms"
"Reese Cooper","Reese Cooper Nylon/Canvas Cargos",51,"Condition New","Color Green","Men's / US 30 / EU 46",410,4,TRUE,"Reese Cooper x saks 5th Ave exclusive. Bought for around $610 from saks 5th Ave website
Worn 1 time.
10/10
100% canvas outer and 100% nylon contrast.
Two large cargo pockets on the side. Medium to heavy weight.
Please let me know if you have any questions!","Bottoms"
"Reese Cooper","SS21 Patch Pocket Washed Denim Jeans",28,"Condition New","Color Blue","Men's / US 28 / EU 44",130,9,TRUE,"REPOSTED
Only tried on.
Fits a true 28 waist.
Open to offers.
Message any questions.
**********************
BNT Reese Cooper SS21 River Runs Through Patch Pocket Washed Denim Jeans.
Condition: 10/10 (BNWT)
MSRP: $458
Fit: True to size
No refund or return after shipping. Not responsible if package is missing or stolen after shipping, or international tax, please add shipping fee if you need full insurance. Shown as it is! I'll accept offers plus shipping. If you have any questions let me know.","Bottoms"
"Reese Cooper","Cargo Pants with Drawstring",9,"Condition New","Color Black","Men's / US 28 / EU 44",310,5,TRUE,"New with tags <U+0001F4AB>
Size 28
Message with any questions","Bottoms"
"Reese Cooper","Reese Cooper Lightweight Herringbone Cargo Pants Forest",25,"Condition New","Color Forest","Men's / US 32 / EU 48",425,7,TRUE,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Bottoms"
"Reese Cooper","Drop Pocket Cargo Shorts",14,"Condition Gently Used","Color Black","Men's / US 30 / EU 46",80,4,TRUE,"Worn twice. In excellent condition.","Bottoms"
"Reese Cooper","SS21 Patch Pocket Washed Denim Jeans",19,"Condition New","Color Blue","Men's / US 28 / EU 44",140,9,TRUE,"BNT Reese Cooper SS21 River Runs Through Patch Pocket Washed Denim Jeans.
Condition: 10/10 (BNWT)
MSRP: $458
Fit: True to size
No refund or return after shipping. Not responsible if package is missing or stolen after shipping, or international tax, please add shipping fee if you need full insurance. Shown as it is! I'll accept offers plus shipping. If you have any questions let me know.","Bottoms"
"Reese Cooper","Reese Cooper Corduroy Cargo Trousers, Khaki",46,"Condition Gently Used","Color Khaki","Men's / US 30 / EU 46",165,5,TRUE,"Sold out from recent collection, sweet pair of pants
Worn a few times
+ Reese Cooper® Signature Utility Ring
+ Reese Cooper® embossed buttons
+ 2 Front cargo button pockets
+ 2 Front side entry
+ 2 Back button pockets
+ Front belt loop detail
+ Stitched Piping on Front
+ Soft brushed Corduroy
+ Belt loops
+ Raccagni Zipper (Made in Italy)
+ 100% Cotton (Self)
+ 97% Cotton (Lining)
+ 3% Polyester (Lining)
+ Made in USA","Bottoms"
"Reese Cooper","Reese Cooper Against the Wind Pants",15,"Condition New","Color Black","Men's / US 34 / EU 50",180,3,FALSE,"Reese Cooper Cropped Pants from ""Against the Wind"" Collection
Brand New, Never Worn
Reinforced Front Pocket Details, 4 Back Pockets
Size 34, Black Variation
100% Authentic
No Returns/Refunds","Bottoms"
"Reese Cooper","Reese Cooper pleated wool cargos",6,"Condition Gently Used","Color Plaid","Men's / US 28 / EU 44",90,6,TRUE,"Size 28
Great piece for fall
Tons of details and a great pattern
Only shipping to US/Canada","Bottoms"
"Reese Cooper","REESE COOPER S/S 19 PRINTED CARGO PANTS",3,"Condition New","Color Beige","Men's / US 31",165,6,TRUE,"Brand new never worn","Bottoms"
"Reese Cooper","Nylon/Canvas contrast cargos",12,"Condition New","Color Olive","Men's / US 30 / EU 46",275,4,TRUE,"Reese Cooper x saks 5th Ave exclusive. Bought for around $610 from saks 5th Ave website
Worn 1 time.
10/10
100% canvas outer and 100% nylon contrast.
Two large cargo pockets on the side. Medium to heavy weight.
Please let me know if you have any questions!","Bottoms"
"Reese Cooper","Painted denim",13,"Condition Used","Color Blue","Men's / US 32 / EU 48",95,6,TRUE,"Embroidered coordinates, small rip on back, fits small for 32 but normal with rip","Bottoms"
"Reese Cooper","How A Letter TravelsLinen Cargo Trouser in Water Colour Camo",76,"Condition New","Color Blue","Men's / US 32 / EU 48",125,5,TRUE,"Authentic
Size 32 x 30
True to size
No flaws
Key hook on waist line
Samples","Bottoms"
"Reese Cooper","Drop Pocket Cargo Shorts",7,"Condition Gently Used","Color Black","Men's / US 30 / EU 46",87,4,TRUE,"Worn twice. In excellent condition.","Bottoms"
"Reese Cooper","Reese Cooper Corduroy Cargo Trousers Navy",6,"Condition Gently Used","Color Navy","Men's / US 32 / EU 48",235,2,TRUE,"In great condition, no major flaws
Message me if you have any questions","Bottoms"
"Reese Cooper","Reese Cooper Work Pants Wide Leg",41,"Condition Gently Used","Color Tan","Men's / US 32 / EU 48",120,4,TRUE,"Reese Cooper pants that are similar to the OG 107 cut.
Nice details and quality made.
Only use 3 times. Not really my style.","Bottoms"
"Reese Cooper","S/S 20’ Nylon Cargo Shorts (Fits 30) l Green",33,"Condition Gently Used","Color Green","Men's / US 32 / EU 48",230,7,FALSE,"100% Authentic. Purchased from ssense. Retail for $400+. Quality is what you expect from Reese. Tagged size M/32 but these fit a size smaller. Worn twice, can pass as new.","Bottoms"
"Reese Cooper","Resse Cooper Pin Tuck Wool Trousers",16,"Condition Gently Used","Color Grey","Men's / US 36 / EU 52",45,2,TRUE,"From One Of His Early Collections
Cropped
Quality Is Really Nice","Bottoms"
"Reese Cooper","Reese Cooper Nylon Cargo Shorts",83,"Condition Gently Used","Color Black","Men's / US 32 / EU 48",130,3,TRUE,"Condition: Worn twice great condition
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL","Bottoms"
"Reese Cooper","Reese Cooper Green Patch Pocket Sweatpants",45,"Condition New","Color Green","Men's / US 31",155,7,FALSE,"Brand new
Size tagged M
Measurements:
Waist: 13.5 inches (super elastic, fits me 32 waist perfectly. Should fit a 30 as well)
Inseam: 34 inches
Only BINDING offers will be replied
Ship within two business days after payment received","Bottoms"
"Reese Cooper","Reese Cooper Vintage Wash Denim",17,"Condition Gently Used","Color Indigo","Men's / US 30 / EU 46",132,10,TRUE,"Great fitting jeans with a beautiful wash
Quality Construction
Triple stitched on outseam, seat, and rear panels
Hemmed to 30.75” with original hem kept
Tagged Size 28 But fits 31 so listed as such","Bottoms"
"Reese Cooper","Reese cooper AW18 ""Lone Pine"" Coordinate Denim Jeans",57,"Condition New","Color Blue","Men's / US 28 / EU 44",150,6,TRUE,"Reese cooper denim
Crazy details
Nice dark wash, straight leg
Belt loop on the back came detached, can easily be fixed","Bottoms"
"Reese Cooper","Reese Cooper Hitchhiking cargo pant",6,"Condition Gently Used","Color Brown","Men's / US 32 / EU 48",210,3,TRUE,"In amazing condition, no major flaws
Fits tts 32
Message me if you have any questions","Bottoms"
"Reese Cooper","Reese Cooper Nylon Cotton Panel Pant",16,"Condition Gently Used","Color Black","Men's / US 32 / EU 48",375,6,TRUE,"Only tried on at home
Retail $687
Harrods exclusive from AW 2020
(Reese Cooper released a NEW version this season with two waist pockets)
***This one doesn’t have the waist pockets but only two cargo pockets.
Size 32
Fit please refer to last pic
Only binding offers will be responded
Ship out within one business day of payment","Bottoms"
"Reese Cooper","REESE COOPER denim",32,"Condition New","Color White","Men's / US 30 / EU 46",130,7,FALSE,"reese cooper fever dream denim
rare/early reese piece
worn a few times - no flaws
negotiable","Bottoms"
"Reese Cooper","Reese Cooper Sage Patch Pocket Sweatpants",16,"Condition New","Color Sage","Men's / US 34 / EU 50",200,6,FALSE,"Brand new
Size tagged XL
Fits 33-35
Inseam around 33
Only BINDING offers will be replied
Ship within two business days after payment received","Bottoms"
"Reese Cooper","S/S 19’ Fever Dreams Cargo Shorts l Black",52,"Condition New","Color Black","Men's / US 34 / EU 50",170,3,TRUE,"100% Authentic. Tagged size 34 but fit a tad smaller. Black colorway. New with tags.","Bottoms"
"Reese Cooper","Brushed Cotton Canvas Cargo Pants",18,"Condition Gently Used","Color Sage","Men's / US 28 / EU 44",248,7,TRUE,"Purchased from Reese Cooper website
Super unique pants with a multitude of ways to construct and wear them
Fairly lightweight
From s/s21 collection “River Runs Through”
Long rise, somewhat shorter inseam
Key ring on belt loop for your keys and such
Strings to tighten pants at the knee/thigh
Could fit a 28-slimmer 30
While I do love these, they just don’t fit how I would like them to
Price negotiable if given a fair offer
Will answer any questions or concerns regarding the pants!
Will ship out within 2-3 days after purchasing","Bottoms"
"Reese Cooper","REESE COOPER KHAKI WORK CARGO PANTS",5,"Condition Gently Used","Color Tan","Men's / US 32 / EU 48",225,12,TRUE,"AW18 REESE COOPER KHAKI WORK CARGO PANTS
Worn maybe 2/3 times, not my size.
Few very small white paint splatters pointed out in pictures!
The quality on these are INSANE!
So many fine details!
Please feel free to reach out with any questions!","Bottoms"
"Reese Cooper","Reese Cooper Packing Slip Denim Jeans",3,"Condition New","Color Beige","Men's / US 32 / EU 48",170,6,FALSE,"Condition: Brand New
Size: 32
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL","Bottoms"
"Reese Cooper","REESE COOPER CARGO PANTS BEIGE",8,"Condition New","Color Beige","Men's / US 32 / EU 48",230,5,FALSE,"NEVER worn
tag is still on","Bottoms"
"Reese Cooper","Reese Cooper Special Projects collegiate hoodie",27,"Condition Used","Color Grey","Size Men's / US M / EU 48-50 / 2",90,6,FALSE,"Awesome one of one piece from early Reese Cooper days. Tagged M but fits like a small in my experience. Used, but priced accordingly. Good condition. Feel free to message me with any questions!","Hoodie"
"Reese Cooper","Charlie Giannetti Excess Hoodie",5,"Condition Used","Color Black","Size Men's / US M / EU 48-50 / 2",165,4,TRUE,"Excess hoodie in black - cropped boxy fit","Hoodie"
"Reese Cooper","Reese Cooper Call of the Wild Hoodie",13,"Condition New","Color Black","Size Men's / US M / EU 48-50 / 2",120,4,FALSE,"Brand new still in packaging","Hoodie"
"Reese Cooper","Reese Cooper Printed Hoodie",65,"Condition Gently Used","Color Green","Size Men's / US XL / EU 56 / 4",90,7,TRUE,"Mr Porter exclusive purchased September 2021. Gently used. On model pic is not mine, belongs to Mr Porter. Lmk if any questions!","Hoodie"
"Bare Knuckles × Other × Reese Cooper","Gianetti Patina Farms Heavy Cropped Hoodie Medium",4,"Condition Used","Color Cream","Size Men's / US M / EU 48-50 / 2",27,9,TRUE,"Made by Gianetti. Same mfg. house as Reese Cooper and Bare Knuckles
High quality durable and soft fleece
Cropped fit
MENS Size Medium","Hoodie"
"Reese Cooper","ReeseCooper Duck Hoodie",34,"Condition New","Color Green","Size Men's / US M / EU 48-50 / 2",95,11,TRUE,"New/never worn
Size: M
Cropped baggy fit
NO RETURNS, REFUNDS OR EXCHANGE—-*FINAL SALE*","Hoodie"
"Reese Cooper","Reese Cooper Pyrophyte 2021 Call of the Wild Hoodie",15,"Condition Gently Used","Color Violet","Size Men's / US M / EU 48-50 / 2",130,6,TRUE,"Reese cooper pyrophyte hoodie. Best fitting hoodie I’ve owned. Slight wear but no major flaws!","Hoodie"
"Reese Cooper","Juliet Johnstone Flower Fleece",4,"Condition Gently Used","Color White","Size Men's / US M / EU 48-50 / 2",240,2,TRUE,"Worn only a few times, no major flaws
Message me if you have any questions","Hoodie"
"Reese Cooper","Reese Cooper Forest Service Crewneck",33,"Condition New","Color Black","Size Men's / US L / EU 52-54 / 3",90,3,TRUE,"Brand new with tags","Hoodie"
"Reese Cooper","Reese Cooper Lone Pine Sweatshirt",15,"Condition Gently Used","Color Grey","Size Men's / US L / EU 52-54 / 3",115,4,TRUE,"From the Lone Pines sample sale.
Was never put into full production, extremely rare piece.","Hoodie"
"Reese Cooper","Reese Cooper Motel Sweatshirt",10,"Condition Gently Used","Color Navy","Size Men's / US M / EU 48-50 / 2",95,5,TRUE,"Reese Cooper Reese Cooper Motel Sweatshirt size medium. No flaws. Message with any questions","Hoodie"
"Reese Cooper","Reese Cooper Birds Hooded Sweatshirt",7,"Condition New","Color Forest green","Size Men's / US L / EU 52-54 / 3",240,6,TRUE,"________________________________________
Brand New Reese Cooper Inc. Birds Hooded Sweatshirt
SIZE - Large
COLOR - Forest Green
SEASON - Fall / Winter 2022 (FW22)
________________________________________
ABOUT:
With graphics inspired by vintage outdoors magazines, our Birds Hooded Sweatshirt exemplifies the clear brand ethos of exploration, this time under the watch of the night sky.
Our hooded sweatshirt is made from custom American milled heavyweight French terry. It features a double layered hood and a kangaroo pouch pocket and is finished with the RCI sleeve patch.
________________________________________
FEATURES:
-Self fabric lined hood
-Graphics printed on chest, right sleeve, and back
-Front kangaroo pocket
-Signature RCI logo label embroidered above left cuff
-Rib knit cuffs and hem
-Material: 100% cotton
-Made in Los Angeles
________________________________________
TERMS & CONDITIONS:
All sales final. No returns.
Orders will be shipped in 1-3 business days.
International orders will be marked as ""gift""
________________________________________
STANDARD SHIPPING TIMES:
US ˜ 3–7 days
OTHER ˜ 10–20 days
________________________________________","Hoodie"
"Reese Cooper","Reese Cooper RCI Compass Hoodie in in Forest Green",16,"Condition New","Color Green","Size Men's / US M / EU 48-50 / 2",160,8,TRUE,"Condition: Brand New
Size: Medium
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Reese Cooper","Reese Cooper Against the Wind Hoodie",13,"Condition Used","Color Faded black","Size Men's / US M / EU 48-50 / 2",90,4,TRUE,"No flaws except is missing the logo on the sleeve.","Hoodie"
"Reese Cooper","River Runs Through Hoodie",28,"Condition Gently Used","Color Blue","Size Men's / US L / EU 52-54 / 3",85,6,TRUE,"From the SS21 River Runs Through Collection. Gently used. Lmk if any questions","Hoodie"
"Reese Cooper","DS Reese Cooper RCI Collegiate Hoodie Sweatshirt",26,"Condition New","Color Black","Size Men's / US XL / EU 56 / 4",150,7,TRUE,"Check out all my other items on my page, message me if you have any questions!
Item: DS Reese Cooper RCI Collegiate Hoodie Sweatshirt
Size: XL (Pit to Pit - 26.5"", Length - 26"")
Condition: DS 10/10
Brand new, with tags.","Hoodie"
"Reese Cooper","Reese Cooper Birds Hoodie in Green",12,"Condition New","Color Green","Size Men's / US XXL / EU 58 / 5",163,9,TRUE,"Condition: Brand New
Size: XXL
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Designer × Reese Cooper × Streetwear","Reese cooper green hoodie",15,"Condition Gently Used","Color Green","Size Men's / US L / EU 52-54 / 3",95,3,TRUE,"Reese cooper basic embroidery hoodie, feel free to message me with any questions","Hoodie"
"Reese Cooper","RCI Wind Chill Trading Co. Hooded Sweatshirt",43,"Condition Gently Used","Color Red","Size Men's / US M / EU 48-50 / 2",200,1,FALSE,"Great condition.
Not in a hurry to sell, entertaining offers.","Hoodie"
"Reese Cooper","Reese Cooper Bootprint Crewneck Sweatshirt in Coffee Brown",3,"Condition New","Color Coffee","Size Men's / US L / EU 52-54 / 3",130,8,FALSE,"Condition: Brand New
Size: Large
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Reese Cooper","Reese Cooper RCI Compass Hoodie in in Forest Green",4,"Condition New","Color Green","Size Men's / US L / EU 52-54 / 3",130,8,FALSE,"Condition: Brand New
Size: Large
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Reese Cooper","If A Tree Falls Hoodie",23,"Condition Gently Used","Color Green","Size Men's / US L / EU 52-54 / 3",95,6,TRUE,"From the FW20 If A Tree Falls collection. Gently used. Lmk if any questions","Hoodie"
"Reese Cooper","Reese Cooper Birds Hoodie in Black",0,"Condition New","Color Black","Size Men's / US XXL / EU 58 / 5",145,8,FALSE,"Condition: Brand New
Size: XXL
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Reese Cooper","against the wind hoodie",57,"Condition Gently Used","Color Black","Size Men's / US XL / EU 56 / 4",90,4,FALSE,"size xl
beautiful hoodie
fast ship","Hoodie"
"Reese Cooper","SS 21 RCI International Hooded Sweatshirt",40,"Condition Used","Color Black","Size Men's / US S / EU 44-46 / 1",110,6,TRUE,"used, has characteristic fading true to the Reese Cooper ethos","Hoodie"
"Reese Cooper","Reese Cooper RCI Hoodie",19,"Condition Gently Used","Color Olive","Size Men's / US M / EU 48-50 / 2",100,5,FALSE,"-Olive/Green Hoodie
- Size M
- Gently Used
Message me with any questions :)","Hoodie"
"Reese Cooper","Red Eagle Embroidered Hoodie",9,"Condition Used","Color Red","Size Men's / US L / EU 52-54 / 3",110,4,TRUE,"Bought from SSENSE in 2019
Retail is around 500
Super heavy feel and clean fit","Hoodie"
"Reese Cooper","Reese Cooper Sample Raglan Crewneck",11,"Condition Gently Used","Color Green","Size Men's / US L / EU 52-54 / 3",115,5,TRUE,"Great condition, fits a boxy L (24x24). Amazing fit and sage green color, bought from a friend who got this piece very early in the brand’s history. No tags but the heavyweight feel and cut are exactly that of Reese Cooper.","Hoodie"
"Reese Cooper","Reese Cooper Hoodie",9,"Condition Gently Used","Color Black","Size Men's / US M / EU 48-50 / 2",80,3,TRUE,"Good condition
Fits tts slightly boxy","Hoodie"
"Levi's Vintage Clothing × Reese Cooper","Reese Cooper x Levis Strauss Hoodie",16,"Condition New","Color Green","Size Men's / US L / EU 52-54 / 3",150,5,FALSE,"Reese Cooper x Levis Strauss Boxy Cropped Hoodie
BNWT - Size L","Hoodie"
"Reese Cooper","REESE COOPER RCI Eagle Crewneck Sweatshirt in Khaki",1,"Condition New","Color Khaki","Size Men's / US XXL / EU 58 / 5",65,9,TRUE,"REESE COOPER
RCI Eagle Crewneck Sweatshirt in Khaki
Size 2xl.
Brand new, never worn. Missing tags.
Reese Cooper sweatshirt in khaki. This crewneck features an oval logo graphic of an eagle on the front left chest in white and brown. The back of the sweatshirt features the same logo enlarged on the center. The left sleeve has a Reese Cooper logo patch sewn on in green. Heavyweight. Crewneck. Ribbed neckline, cuffs and hem. RCI sleeve patch. Eagle logo graphics on front and back. Organic dye process. Materials: 100% cotton. Made in Los Angeles, CA. Runs true to size, but has a close fit.
Please refer to pictures for full condition and specific item condition. If you have any questions or concerns please ask and I will respond as soon as possible. Shipping immediately after purchase with USPS Priority Mail 1-3 business days). Shipping within the USA only. No refunds or returns.","Hoodie"
"Reese Cooper","RCI Deer Aged Hooded Sweatshirt",6,"Condition Used","Color Vintage black","Size Men's / US M / EU 48-50 / 2",72,3,TRUE,"Bought from another user but never wore it. Only tried on.
7/10 condition, been sitting in my dresser.
Measured Pit to Pit and Neckline to Hem.
From SS20 ""How A Letter Travels""","Hoodie"
"Reese Cooper","Reese cooper cabin fever hoodie",1,"Condition Gently Used","Color White","Size Men's / US XL / EU 56 / 4",52,4,FALSE,"Small spot near hood
Worn only a couple times
Fits oversized
Flexible on price","Hoodie"
"Reese Cooper","An Eagle of a Different Feather Hoodie",27,"Condition Gently Used","Color Black","Size Men's / US XL / EU 56 / 4",109,7,TRUE,"From the River Runs Through Collection. Purchased directly from Reese Cooper in Oct 2021. On model pic does not belong to me, owned by Farfetch. Lmk if any questions","Hoodie"
"Reese Cooper","Reese Cooper If a Tree Falls Hoodie",37,"Condition New","Color Maroon","Size Men's / US XL / EU 56 / 4",130,8,TRUE,"Condition: Brand New
Size: XL
Shipping: Ships next day!
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper","Hoodie"
"Reese Cooper","RCI Base Camp Hoodie",2,"Condition Gently Used","Color Black","Size Men's / US M / EU 48-50 / 2",95,5,FALSE,"priced to sell
size is US medium and fits tts","Hoodie"
"Reese Cooper","Reese Cooper ""Call of the Wild"" Hoodie Sweatshirt",20,"Condition New","Color Orange","Size Men's / US XXL / EU 58 / 5",172,7,TRUE,"Brand New/ Never Worn Reese Cooper ""Call of the Wild"" Hooded Sweatshirt
Actual color is listed as Orange but is more of a burnt orange
Fits cropped/boxy/oversized
Dropped shoulders
Throw me offers & lmk if you have more questions
-Final sale-","Hoodie"
"Reese Cooper","Reese Cooper Mt. Wilson Hoodie",19,"Condition New","Color Blue","Size Men's / US XL / EU 56 / 4",88,2,FALSE,"Reese Cooper Mt. Wilson Hoodie. Brand new, never worn before. From January fashion show.","Hoodie"
"Reese Cooper","NWT Reese Cooper Sweater Size S",0,"Condition New","Color Red","Size Men's / US S / EU 44-46 / 1",140,3,FALSE,"Reese Cooper '22 S/S Collection Red Sweater
Pit to Pit 19 Inches
Shoulders to Sleeves 26.5 Inches
Total Length 27 Inches
From Saks Fifth Ave
EST MRSP $598","Hoodie"
"Levi's × Reese Cooper","Reese Cooper x Levi’s hoodie",13,"Condition Gently Used","Color Forest green","Size Men's / US M / EU 48-50 / 2",85,4,TRUE,"Worn once
Sold out online
Fits S/M
Measurements from Reese Cooper website","Hoodie"
"Reese Cooper","Reese Cooper River Runs Through Hoodie",0,"Condition New","Color Beige","Size Men's / US M / EU 48-50 / 2",140,2,FALSE,"Brand New In Perfect Condition
Retail Price: $421","Hoodie"
"Reese Cooper","Reese Cooper River Runs Through Hoodie",1,"Condition New","Color Green","Size Men's / US M / EU 48-50 / 2",140,2,FALSE,"Brand New In Perfect Condition
Retail Price: $421","Hoodie"
"Reese Cooper","Reese Cooper Printed Hoodie",22,"Condition Gently Used","Color Green","Size Men's / US XL / EU 56 / 4",112,7,TRUE,"Mr Porter exclusive purchased September 2021. Gently used. On model pic is not mine, belongs to Mr Porter. Lmk if any questions!","Hoodie"
"Reese Cooper","Reese Cooper RCI Trading Co Hoodie",34,"Condition Gently Used","Color Green","Size Men's / US L / EU 52-54 / 3",206,5,FALSE,"Size L (Fits boxy with a slight crop)
9/10 condition","Hoodie"
"Levi's × Reese Cooper","Reese Cooper Levi's Two Pocket Hoodie in Green",40,"Condition New","Color Green","Size Men's / US XL / EU 56 / 4",112,10,TRUE,"Condition: Brand New
Size: XL
Shipping: Ships within 2 business days
Feel free to ask any other questions!
No trades
ALL SALES FINAL
Reese Cooper x Levi's","Hoodie"
"Reese Cooper","REESE COOPER HOODIE - AGAINST THE WIND COLLECTION",34,"Condition Used","Color Black","Size Men's / US XL / EU 56 / 4",75,6,TRUE,"Heavy weight, french terry knit fabric. Front and back graphic. Great piece. Fits true to size.","Hoodie"
"Reese Cooper","Fever Dream AWOI Sweatshirt",10,"Condition Gently Used","Color Yellow","Size Men's / US L / EU 52-54 / 3",120,6,TRUE,"Reese Cooper Fever Dream AWOI art college league sweatshirt in french terry. Oversized fit. Pale yellow color.
Condition
9/10 - some small marks from light use
Size
L - bit cropped (like wide medium)
Additional photos or measurements are available upon request.","Hoodie"
"Reese Cooper","Reese Cooper Zip-Up Hoodie",61,"Condition Gently Used","Color Grey","Size Men's / US L / EU 52-54 / 3",265,6,TRUE,"Reese Cooper upcycled patchwork hoodie
Very rare
1of1 everyone is different
Tagged Size L, fits very cropped, refer to measurements.
9.5/10, barely used. Keep in mind the cracking in the print is intentional and common within upcycled projects.
Any questions, offers or concerns, message me.","Hoodie"
"Reese Cooper","Reese Cooper Against The Wind Hoodie",7,"Condition Gently Used","Color Brown","Size Men's / US L / EU 52-54 / 3",90,3,FALSE,"Barney’s exclusive
French terry
Has a small hole by the kangaroo pocket
Price reflects that
Enjoy","Hoodie"
"Reese Cooper","Reese Cooper Eagle Of A Different Feather Hoodie M",10,"Condition New","Color Khaki","Size Men's / US M / EU 48-50 / 2",199,4,FALSE,"Brand-new never worn Reese Cooper hoodie
retail 428
Size M
open to offers","Hoodie"
"Lee × Reese Cooper × Vintage","Vintage Lee sweatshirt",8,"Condition Gently Used","Color Green","Size Men's / US XL / EU 56 / 4",25,2,FALSE,"Good condition
Size XL
Kinda reminds me of Reese Cooper lol","Hoodie"
"Champion × Reese Cooper","National Forest Foundation hoodie",10,"Condition Gently Used","Color Green","Size Men's / US L / EU 52-54 / 3",70,4,TRUE,"Reese Cooper x Champion
Size large
Feel free to ask any questions","Hoodie"
"Reese Cooper","Reese Cooper An Eagle of a Different Feather Hoodie",24,"Condition Used","Color Red","Size Men's / US S / EU 44-46 / 1",90,10,TRUE,"8/10 Condition (Used with minor stains and fading at hem as pictured)
Length (From bottom of hood to bottom of hoodie) - 25.4 In","Hoodie"
